clone.id	gene.name	unigene.id	genbank.acc
156043		NA	NA
297050		Hs.222475	N73749
1657762	FLJ22415	Hs.135121	AI038014
548465		Hs.209561	AA082665
1570558		NA	NA
796468	DKFZp547N157	Hs.45008	AA460340
841664		Hs.74034	AA487560
140018	LBP-32	Hs.321264	R63971
1469379		Hs.42997	AA863470
491565	CITED2	Hs.82071	AA115076
211832		NA	NA
243230		Hs.41989	H94502
125148	RNAC	Hs.113052	R05309
609525		Hs.271570	AA167566
260768		Hs.6906	H97948
784129	YWHAG	Hs.25001	AA432085
36495		Hs.23971	R25827
1655450		Hs.131810	AI022625
343646	SKI	Hs.2969	W69471
1009876		NA	NA
823876	PPP2CB	Hs.80350	AA490473
324885	C11ORF4	Hs.75859	W48700
128494	MINK	Hs.112028	R10658
251961		Hs.93552	H97508
1741489	FLJ13986	Hs.289074	AI193151
773284	FLJ13111	Hs.288382	AA425298
YLR457C	ORF	NA	NA
841478		NA	NA
261441		Hs.102383	H98987
591265	KRT17	Hs.2785	AA159201
1847974	KIAA0341	Hs.101761	AI269677
124611		Hs.94011	R02381
YLR100W	ORF	NA	NA
194384	BTF3	Hs.101025	R82957
276915	DNMT3B	Hs.251673	N39452
283751	CORT	Hs.44205	N50745
1011443	AR	Hs.99915	AA229714
844816	ZNF43	Hs.74107	AA773894
1466893		Hs.163348	AA884321
611209		Hs.193380	AA176413
1591008		Hs.129972	AA975634
1897152	USP8	Hs.152818	AI299198
25915	LOC58509	Hs.128425	R12233
1894931	KIAA1377	Hs.188790	AI291484
299468	FLJ00023	Hs.23450	N71078
68794	LOC57228	Hs.206501	T53403
46238	CACNB1	Hs.635	H10664
262251	CLCN7	Hs.80768	H99364
914515		Hs.190218	AA569428
914016		Hs.185721	AA579552
470175	MTCP1	Hs.3548	AA029308
825861	NUP153	Hs.211608	AA491402
1738002		NA	NA
234977	RANBP16	Hs.172685	H73639
33967	FLJ11220	Hs.3623	R19861
85202		NA	NA
47900	IFNGR1	Hs.180866	H11482
712460	NKTR	Hs.241493	AA281731
769668		Hs.98517	AA428330
51710	DJ347H13.4	Hs.12421	H22916
786628		NA	NA
898251	FLJ20727	Hs.300700	AA598675
376789		Hs.31652	AA047568
141234		Hs.323098	R66540
727302	OKL38	Hs.31773	AA292891
1850002		Hs.155414	AI248210
845055		NA	NA
511267	MCPR	Hs.40137	AA085977
130057	STC2	Hs.155223	R20779
505225	ARGBP2	Hs.278626	AA142922
415517		Hs.22293	W78732
1604668		Hs.129077	AA988217
251529	KLF13	Hs.7104	H97677
490805	NCOA4	Hs.99908	AA133212
462234		NA	NA
1917279		Hs.136581	AI343771
1470220		Hs.127286	AA865960
460610	SEMA6A	Hs.263395	AA700443
490251	PPP1R2	Hs.267819	AA127673
252847		NA	NA
510575	FLJ22087	Hs.17230	AA057741
121136		Hs.35453	T96924
1559868		Hs.146186	AA928488
195397	IMPACT	Hs.284245	R88918
812069		Hs.26613	AA455994
43884	PPIF	Hs.173125	H05115
294995		NA	NA
YML045W	ORF	NA	NA
1240431	KIAA1321	Hs.24336	AA788805
773531	KIAA0936	Hs.108850	AA428138
490140	MKP-L	Hs.91448	AA136040
753973	NFAT5	Hs.86998	AA478950
593431		Hs.23703	AA165628
263727	D5S346	Hs.178112	H99681
813560	TRN-SR	Hs.69235	AA455455
665261		Hs.263858	AA195086
247863		NA	NA
1574649	REV3L	Hs.115521	AA968983
163073		Hs.141003	AI668616
133158	MGC5297	Hs.23856	R25389
68087		Hs.9521	T52872
435291		Hs.141003	AA699908
47080		Hs.26118	H10397
1569107	FLJ20624	Hs.52256	AA973461
814224	FLJ22794	Hs.19525	AA465228
37385	FLJ11336	Hs.22383	R35500
283617		Hs.16979	N52875
209224	DYRK3	Hs.38018	H62028
292082	SSR3	Hs.28707	N73309
248583	NFX1	Hs.3187	N59790
451072		Hs.109370	AA704429
198093	EIF2S2	Hs.12163	R93621
951242	CAST	Hs.279607	AA620479
587011		Hs.321170	AA133692
1422490	DJ402G11.6	Hs.130831	AA827465
307013	PCTK1	Hs.171834	N93661
240938	NSG-X	Hs.26937	AF074392
246851		Hs.117823	N59109
683721	FLJ11090	Hs.238039	AA215643
810875	SLC26A6	Hs.298476	AA458983
768008	BAG2	Hs.55220	AA418744
878507		Hs.105621	AA775841
842863	NDRG1	Hs.75789	AA486403
YLR124W	ORF	NA	NA
339235	KIAA0669	Hs.52526	W60983
773617	UBE2D2	Hs.108332	AA431868
291657	GCSH	Hs.77631	N73461
YNL204C	ORF	NA	NA
810871		NA	NA
814970	ELOVL1	Hs.25597	AA465706
434805		Hs.113164	AA701896
34106	KIAA0153	Hs.82563	R24842
244267		Hs.38891	N51056
306812	LOX	Hs.102267	N79049
841328	ALS2CR3	Hs.154248	AA487425
810625	ANK1	Hs.183805	AA464049
781766	TMEFF1	Hs.78531	AA431475
162142		NA	NA
25755	SETDB1	Hs.20991	R12070
666879	ANXA8	Hs.87268	AA235002
1384851	MMP10	Hs.2258	AA857496
193397	PP35	Hs.97627	H47755
206118		Hs.37916	H61059
526184	KIAA0118	Hs.184627	AA076645
897596	RPL5	Hs.180946	AA496838
1861693		NA	NA
321885	DBY	Hs.99120	W37633
131595	MAGEA10	Hs.18048	R23725
YLR085C	ORF	NA	NA
810173	MRPL12	Hs.109059	AA464279
898178	PTPN3	Hs.153932	AA598555
771172	C22ORF5	Hs.182626	AA429477
1856268		Hs.87643	AI240380
1984739		Hs.135374	AI254450
730412	FLJ10874	Hs.30318	AA420982
259819		Hs.302746	N29840
23759	PP591	Hs.118666	R38171
782497		Hs.6349	AA431770
501479		NA	NA
741974	ROCK2	Hs.58617	AA402907
2314294	FCER1A	Hs.897	AI676097
265503		Hs.293171	N21321
1637116	KYNU	Hs.169139	AI050819
586895	DDX21	Hs.169531	AA133576
YLR108C	ORF	NA	NA
381067	RFXAP	Hs.24422	AA057436
347282	KIAA1266	Hs.58598	W80761
121898		Hs.324504	T97737
753404	KIAA0887	Hs.76591	AA406396
415830	DVL3	Hs.174044	W84790
684890		NA	NA
213523	MDS029	Hs.43549	H70139
151104	CDH5	Hs.76206	H02884
200804	DKFZP434O125	Hs.102669	R98204
144887	DPM2	Hs.108973	R78591
1582330		NA	NA
244055	CNOT3	Hs.108300	N34048
785845	TCF6L1	Hs.75133	AA449118
268476		Hs.40173	N25798
592525	KIAA1150	Hs.4779	AA160485
1682727		Hs.143852	AI168111
823887		Hs.99836	AA490486
856961	EIF3S6	Hs.106673	AA669674
490360	MGC5560	Hs.233150	AA122048
839374	EXTL2	Hs.61152	AA490078
727251	CD9	Hs.1244	AA412053
130103		Hs.23193	R21422
795371	LSM5	Hs.227280	AA453273
788672	CNOT3	Hs.108300	AA449841
1847111		Hs.186871	AI240187
345081		Hs.33106	W74802
283142		Hs.47234	N51335
454538		Hs.31704	AA677016
294311		Hs.48979	N64435
46850		Hs.5848	H10334
277042	HSPC156	Hs.99291	N39572
416959	NFIB	Hs.33287	W87528
753305		Hs.29706	AA406573
448016		Hs.106129	AA702786
725266	LIG1	Hs.1770	AA291715
860013		NA	NA
232658	HSPC055	Hs.179898	H73265
1591076	KPNB3	Hs.113503	AA977439
795395	MGC5306	Hs.301732	AA453287
26811	XRCC4	Hs.150930	R14027
201282	FLJ13033	Hs.301997	R99503
1034722		Hs.122147	AA780180
1558625		Hs.25144	AA974939
126338		Hs.17639	R06429
753881	GJB5	Hs.198249	AA479344
132395		NA	NA
418279		Hs.35962	W90323
300044	LOC51000	Hs.285847	N91539
753411		Hs.284284	AA406428
725365	GAS1	Hs.65029	AA292054
450943	PSMD11	Hs.90744	AA704726
245136	KIAA0431	Hs.16349	N54389
49583	KIAA0322	Hs.153685	H15245
279790	FMR1	Hs.89764	N48355
488303	APACD	Hs.153884	AA085749
823907	FLJ10511	Hs.106768	AA490502
840691	STAT1	Hs.21486	AA486367
290261	FLJ10687	Hs.29379	N64405
293032	TFAP2A	Hs.18387	N63770
306798	NAB1	Hs.107474	N91896
1642623		Hs.278839	AI041172
877636	LOC51164	Hs.180952	AA488177
361698	LIPE	Hs.95351	W96325
140267	LOC51163	Hs.118194	R66803
429353		Hs.138777	AA007521
243238	YWHAZ	Hs.75103	H94670
1611196	MDM2	Hs.170027	AI014368
123802	MFAP1	Hs.61418	R01211
503035		Hs.313515	AA148684
1635295	EIF3S10	Hs.198899	AI017388
261518	BNIP3	Hs.79428	H98630
755923	BCL3	Hs.31210	AA481824
825302		Hs.324151	AA504457
1585094		Hs.193435	AA972753
827156	SNRPB2	Hs.82575	AA521249
767753	RFX5	Hs.166891	AA418045
140334		Hs.28613	R65610
742930		Hs.97973	AA405182
704045		Hs.289038	AA279023
1755555	MAP3K6	Hs.194694	AI204398
137195	KIAA0680	Hs.102471	R36135
127677	HSU53209	Hs.24937	R09690
121406	PKNOX1	Hs.158225	T96688
1563685		Hs.55896	AA927818
771013		Hs.181341	AA427873
898095	KIAA0105	Hs.119	AA598802
815242	ABCC5	Hs.108660	AA481269
417461		NA	NA
113394		Hs.259927	T78454
359713		Hs.221189	AA010756
377468	SPRY1	Hs.88044	AA055439
2028398		Hs.145529	AI261564
47384	MTHFD1	Hs.172665	H10778
417249		NA	NA
130845	PWP1	Hs.172589	R22307
142647	FLJ20345	Hs.20558	R70925
320392	MBLL	Hs.184340	W16832
825077	APT6M8-9	Hs.183434	AA489243
1743903		Hs.192262	AI192496
199024		NA	NA
811059		Hs.301853	AA485449
344010		Hs.58086	W70241
486787	CNN3	Hs.194662	AA043227
192694	POU2F1	Hs.182237	H38521
724615	CHC1	Hs.84746	AA291398
1468841	FLJ13220	Hs.41127	AA884997
306077		Hs.54713	N91481
1707078	LOC51646	Hs.184542	AI146286
1754876		Hs.148552	AI201197
199945	TGM2	Hs.8265	R97066
786048	E2F4	Hs.108371	AA448641
460260	S164	Hs.180789	AA677603
1374442		NA	NA
588452		Hs.103869	AA152489
824193		Hs.28005	AA490959
669379		Hs.18987	AA236798
502701	FREQ	Hs.301760	AA135928
429186	LMO7	Hs.5978	AA005111
998080	RNP24	Hs.323378	AA533653
855413		Hs.116930	AA664024
809600	DDX8	Hs.171872	AA442985
730953	FLJ13171	Hs.225641	AA416547
1584932	PPP1R6	Hs.42215	AA947692
183005	FBXO29	Hs.284204	AI821450
2045536	FXYD3	Hs.301350	AI371056
811565		NA	NA
124242	FLJ20154	Hs.10346	R02010
774754	CTNNB1	Hs.171271	AA442092
271165		NA	NA
1601379		Hs.129977	AI002236
809390	PL6	Hs.91566	AA456583
1943044		Hs.144868	AI202342
842762		Hs.285123	AA486183
789369	ID4	Hs.34853	AA453341
501994	IL1RL1	Hs.66	AA125917
1915012		Hs.156856	AI340946
1461074	KIAA0296	Hs.119273	AA890161
281125		Hs.98613	N50948
233712		Hs.39911	H78548
1655750		Hs.135808	AI040104
950983		Hs.83286	AA620401
47908		Hs.75639	H11501
1500162		Hs.130853	AA886739
345670		Hs.20665	W72005
784255	GLUL	Hs.170171	AA446907
1855390		Hs.146101	AI271331
587647		Hs.187645	AA132796
137209		NA	NA
124737	C4S-2	Hs.25204	R02178
343731	KLF2	Hs.107740	W69213
1638622		Hs.131192	AI017718
898288		Hs.8042	AA598975
362770	LOC56007	Hs.10065	AA018631
814528		Hs.75497	AA459364
743219		Hs.65735	AA400129
292908		Hs.49688	N69476
YML047C	ORF	NA	NA
47428		Hs.5921	H11088
1516938	HM74	Hs.137555	AA903016
79688		NA	NA
45493	FLJ23584	Hs.22195	H08196
YNL174W	ORF	NA	NA
854702		Hs.190317	AA630096
594743		NA	NA
774726		NA	NA
1698143		Hs.135181	AI147883
812240	LOC51249	Hs.184456	AA455040
843248	VAMP3	Hs.66708	AA486016
36584	KIAA0849	Hs.18827	R25725
1592039	COL4A5	Hs.169825	AA953254
768396	LOC55885	Hs.301914	AA495810
28735	DKFZp762O076	Hs.21621	R14402
1554725		NA	NA
155575	EPB41L1	Hs.26395	R71689
1609631		Hs.129636	AA991509
344210	PRKAR1A	Hs.183037	W69805
66946	U2AF1RS2	Hs.171909	T67521
1034671		Hs.122122	AA779870
79216	AHNAK	Hs.301417	T57765
812994	RXRA	Hs.20084	AA464615
203918		Hs.319946	H56655
526872		Hs.29893	AA112427
266318	MLLT4	Hs.100469	N26539
1636226		Hs.135787	AI016713
2271298	KIAA1064	Hs.72134	AI690086
302637		Hs.54613	AI668649
131566		Hs.66309	R24221
22161		Hs.173705	T66154
1604231		Hs.129581	AA995654
179566		NA	NA
2310274	MADHIP	Hs.194716	AI652765
229330		Hs.102243	H79253
201274	ALS2CR3	Hs.154248	R99314
110703		Hs.170291	T83077
258061		Hs.173044	N30327
780969	KIAA1430	Hs.126914	AA429859
267435	FLJ13456	Hs.183745	N25234
666029		Hs.14947	AA193579
47783	HBOA	Hs.21907	H11938
1456468	RHCG	Hs.279682	AA864183
77577	FLJ23306	Hs.325364	T58873
823590	STHM	Hs.288215	AA497051
858387		Hs.17250	AA634152
257414	RAF1	Hs.85181	N30713
346889		Hs.58559	W79117
489407	ABCB10	Hs.1710	AA045640
460106	ASM3A	Hs.42945	AA676836
1708060		Hs.134269	AI127063
243460		Hs.301271	N39018
1908914		Hs.148355	AI300416
767405	CLECSF2	Hs.85201	AA417921
471266	DGCR6	Hs.153910	AA033564
1603867	KIAA0733	Hs.109727	AA988081
1602606		Hs.129190	AA988785
362680	KIAA0073	Hs.1191	AA018568
327228		Hs.283978	AA284304
786283	SSBP2	Hs.169833	AA451851
784283	DKFZP564B147	Hs.284266	AA447501
344134	NAPA	Hs.75932	W73587
1743228		Hs.153330	AI193791
1702742		Hs.229285	AI096953
898605		Hs.151529	AA502384
825369	KIAA0121	Hs.155584	AA504515
1468456		Hs.125554	AA884157
951083	FLJ10262	Hs.106283	AA620455
503741		NA	NA
1650049		Hs.189040	AI031557
856535	MTHFD1	Hs.172665	AA633577
755402	ITGA3	Hs.265829	AA418994
768515		Hs.169577	AA424981
1626313	LOC63920	Hs.131250	AI018132
770448		Hs.87440	AA427661
565644		Hs.178904	AA129708
726144	ITGA3	Hs.265829	AA293040
491157		Hs.12253	AA114863
2028711		Hs.145568	AI262125
49204		Hs.168950	H15302
869187	EPAS1	Hs.8136	AA680300
1637343	PPP1CC	Hs.79081	AI015359
292236		Hs.21921	N68173
1417849		Hs.126351	AA894445
240966		NA	NA
739230	LDB1	Hs.26002	AA421183
1032362		Hs.116278	AA779418
447518		Hs.22085	AA702247
22716	MGC2488	Hs.267194	R45257
743876		Hs.30773	AA634433
462468		Hs.291280	AA699895
395711	RREB1	Hs.171942	AA757764
795250	MGC3222	Hs.323193	AA451790
1674988		NA	NA
787925	LOC55833	Hs.14953	AA452282
795399	ZYG	Hs.29285	AA453289
1700442	PILR(BETA)	Hs.9408	AI049670
1915903		Hs.27048	AI311795
855625	KIAA0697	Hs.12329	AA664111
1942294		Hs.143943	AI203243
219709		NA	NA
295889	SHMT2	Hs.75069	N67017
1914520		Hs.308819	AI309981
152470	LRN	Hs.125742	R46681
50586	KIAA1545	Hs.127270	H17619
2322393	ASH2L	Hs.6856	AI682482
1754760		Hs.121361	AI201052
280752	FLJ13258	Hs.288929	N50554
782688	P28	Hs.33846	AA447593
773673		NA	NA
211024		Hs.207915	H65775
796996	IGBP1	Hs.3631	AA463498
244684		Hs.94949	N54296
126550		NA	NA
344282	FAF1	Hs.25821	W70062
713545		Hs.134353	AA290868
503691		Hs.152939	AA131572
784253	SLC25A17	Hs.62245	AA446906
131452	KIAA1102	Hs.202949	R23270
254315		Hs.43129	N22269
814489	HERC2	Hs.266933	AA459353
154999	SIL	Hs.323032	R54735
1601970		Hs.130293	AI002411
1588306	DKFZp762K2015	Hs.21356	AA976814
279977	LHPP	Hs.20950	N38886
YLR455W	ORF	NA	NA
611028	RBMX	Hs.146381	AA173113
503579	DSPG3	Hs.169993	AA131238
267419	ETFA	Hs.169919	N24973
328613		Hs.286232	W39762
531957	UBE2G1	Hs.78563	AA113881
133988	FACL4	Hs.81452	R28548
757206	AHCY	Hs.172673	AA443969
745283		Hs.112094	AA625567
898123	GART	Hs.82285	AA598487
79828		NA	NA
142184		NA	NA
73702		NA	NA
YLR075W	ORF	NA	NA
788555	DKFZP564I052	Hs.5364	AA452831
1687976	SIL1	Hs.297875	AI093908
222157		NA	NA
1473792	EIF3S10	Hs.198899	AA916914
128515	CSR1	Hs.128856	R10674
294244	DAZAP2	Hs.75416	N70688
1603728		Hs.129143	AA996346
22762		Hs.106310	R38543
1643101		Hs.203999	AI025345
809383	FLJ11286	Hs.12151	AA456589
301340		NA	NA
811897	KIAA1438	Hs.31146	AA454651
415525	HPS	Hs.83951	W78736
249562		NA	NA
841188	UBE2L3	Hs.108104	AA486612
787865		Hs.170144	AA452150
1625995		NA	NA
125608		Hs.294229	R07445
1862481	PSMD7	Hs.155543	AI054239
YOR128C	ORF	NA	NA
122871		Hs.189222	T99772
YLR120C	ORF	NA	NA
112576	FLJ10889	Hs.171835	T86027
725533	SULT1A3	Hs.274614	AA293695
289606	IL15	Hs.168132	N59270
949934	HNRPA0	Hs.77492	AA599176
36369	GPR72	Hs.272385	R62461
1533721		Hs.164492	AA917702
1738136	FLJ13171	Hs.225641	AI140618
149910	SELL	Hs.82848	H00662
347373	TCEB1	Hs.184693	W81684
758222	HSD17B3	Hs.477	AA437291
795871	FLJ11316	Hs.35225	AA460149
1733935	DDX8	Hs.171872	AI190747
50405		Hs.172635	H17175
448290	KIAA0579	Hs.81505	AA777329
1868625		Hs.94814	AI261844
1584541		Hs.128210	AA972348
785890		Hs.287864	AA449362
52933	LIV-1	Hs.79136	H29315
377874		Hs.121893	AA777084
731016		Hs.42239	AA421256
307130		Hs.245367	AI668667
364194		NA	NA
321529	RAP2A	Hs.301746	W32474
267274	C21ORF6	Hs.34136	N24592
35828	DTR	Hs.799	R14663
123331		Hs.18593	R00479
66491	LOC51090	Hs.12701	R16034
1126617		Hs.116957	AA680050
1947501	CDC5L	Hs.155174	AI350912
415229	VAV3	Hs.267659	W91879
812977		Hs.61426	AA464617
299664	RPS6	Hs.241507	N75017
824220	DRPLA	Hs.169488	AA490970
33611	LALP1	Hs.22604	R19007
838689	CTL1	Hs.179902	AA457261
768491	LOC51016	Hs.271614	AA425045
415891		Hs.125043	W86390
455283		Hs.269836	AA677587
625683	NOC4	Hs.173162	AA186413
141298	RNF2	Hs.124186	R63802
1908548		Hs.172669	AI304910
343654	FLJ10276	Hs.6937	W69676
1908576		Hs.156684	AI348321
782449	PCBP2	Hs.63525	AA431440
178569	SLC9A3R2	Hs.101813	H49053
51460	KIAA0923	Hs.22587	H20847
815036		Hs.72402	AA465148
744800	PTPRU	Hs.19718	AA644448
768573	COX7A2	Hs.70312	AA425107
85153	CYP2C8	Hs.174220	T71308
666658		Hs.87150	AA232979
746051		Hs.281434	AA482026
263906		Hs.10490	H99851
306921	EEF1E1	Hs.298581	N91962
166268		NA	NA
504761		Hs.135560	AA148734
565025		Hs.163666	AA120930
757171		Hs.105375	AA496120
243524		Hs.44526	N33620
77651	HDAC6	Hs.6764	T55835
566339	UBL3	Hs.173091	AA149707
243887		NA	NA
239661		NA	NA
1554497	FLJ20041	Hs.31608	AA932133
843312	DDX17	Hs.6179	AA485944
767206	SSR3	Hs.28707	AA424586
1927922		NA	NA
415771		Hs.47315	W84858
294580	BET3	Hs.288013	N71050
49469	TP53BP1	Hs.170263	H16581
814444	CRSP9	Hs.279902	AA459244
859761	PVRL2	Hs.183986	AA668508
812217	PDE8B	Hs.78106	AA455365
1500731		Hs.130009	AA886702
741587		Hs.97840	AA401184
261567	NBS1	Hs.25812	H98655
726439	FLJ10903	Hs.36727	AA399245
213871		Hs.46853	H72533
67074	DDX16	Hs.12797	T70346
593280	KIAA1058	Hs.8021	AA165512
162718	ST5	Hs.79265	H27692
753626	FLJ11585	Hs.154145	AA478854
745143	CASP6	Hs.3280	AA626710
773637	MKNK1	Hs.5591	AA431884
291756	TUBB5	Hs.110837	N74524
824219		Hs.50180	AA490977
627279		Hs.49776	AA190750
743321		Hs.97817	AA400595
129606	LOC51322	Hs.70333	R16545
767346	C14ORF4	Hs.179260	AA418557
289923	ZNF35	Hs.288658	N64607
1461313	DKFZp762O076	Hs.21621	AA883397
121605	SMARCB1	Hs.159971	T97942
461761	ANG	Hs.154730	AA682399
447569	CC1.3	Hs.145696	AA702428
1875025	FLJ23591	Hs.288158	AI277121
71211		NA	NA
277687		Hs.5669	N49413
290054	PTB	Hs.34956	N64671
288913	FLJ10392	Hs.20887	N62638
727104	ZNF202	Hs.9443	AA292830
2015501	CALM3	Hs.141011	AI355949
450622		NA	NA
1559491		Hs.58262	AA939331
726911	TSC22	Hs.114360	AA398237
753301	CEACAM1	Hs.50964	AA406571
462625	PHKA2	Hs.54941	AA704985
1651817	SIAHBP1	Hs.74562	AI023189
201961	KIAA0849	Hs.18827	R99326
823884		Hs.187573	AA490476
45771	MCPR	Hs.40137	H08575
202990		Hs.205241	H54252
289757		Hs.39911	N62985
66316		Hs.191117	T66794
279905	KIAA0610	Hs.118087	N38860
713202	HSU79252	Hs.240062	AA282700
1542263		Hs.101615	AA927410
843101		Hs.284235	AA486499
971367	RPS8	Hs.151604	AA683050
34102	GOLGA1	Hs.172647	R23687
859627	KIAA0185	Hs.239499	AA666405
38876		NA	NA
815588	KIAA0680	Hs.102471	AA456845
809503	CDC2L1	Hs.183418	AA454562
1732483		Hs.175047	AI217639
2029264	LOC55586	Hs.129227	AI253233
502286	KIAA1219	Hs.25431	AA156671
2010012	P37NB	Hs.155545	AI341604
782783	MGC4172	Hs.8949	AA448177
785723		Hs.99217	AA449352
300289	KIP2	Hs.129867	N79761
1535554	BTC	Hs.73105	AA917900
430927	BM033	Hs.173259	AA678306
489351		Hs.322482	AA054498
626848	RANBP9	Hs.279886	AA191426
825320		Hs.184544	AA504468
704317		Hs.152939	AA279494
290111	HMGCS1	Hs.77910	N62195
451416		Hs.120969	AA707174
2106955	STK18	Hs.172052	AI380324
140171	MGC2652	Hs.15098	R66088
121265	IFNAR1	Hs.1513	T96831
1505551		Hs.128568	AA906036
714437	LOC56962	Hs.9598	AA292019
704697	HERC3	Hs.35804	AA282253
1631877	FEZ1	Hs.79226	AI004336
1534173	FREQ	Hs.301760	AA918755
843133	KIAA0264	Hs.122669	AA485919
767844	MADH2	Hs.82483	AA418737
1605467		Hs.129589	AA995901
1698045		Hs.146694	AI144001
2027515	SFN	Hs.184510	AI356363
757129		Hs.99032	AA443930
1928791	F3	Hs.62192	AI313387
190313		NA	NA
868305		Hs.208012	AA634016
289930	RNASE3L	Hs.49163	N64604
284624		NA	NA
878713	ADIR	Hs.26267	AA775388
1899235		Hs.206978	AI289121
86035	LOC51015	Hs.11085	T62691
950594	DJ667H12.2	Hs.21068	AA608531
795585	FLJ10160	Hs.214397	AA459702
39937	CHN1	Hs.169965	R53364
878138		Hs.121817	AA775427
1188866		Hs.116506	AA652261
795750		Hs.279591	AA460301
1915149		Hs.309083	AI371376
213502	CD53	Hs.82212	H70124
264556	BMPR2	Hs.53250	N20203
261443		Hs.42612	H98988
159470		Hs.31396	AI668588
490961	ISG15	Hs.833	AA120862
969748	MUT	Hs.155212	AA663792
203850		Hs.37308	H56437
124860		Hs.222708	R01158
261829	USP7	Hs.78683	H99203
277589	RNF6	Hs.32597	N47382
131979	EPAS1	Hs.8136	R24882
1563527		Hs.139447	AA953995
115408	BMI1	Hs.431	T87514
1203477		Hs.200577	AA657482
754559	AF038169	Hs.145567	AA406301
364942	RANBP9	Hs.279886	AA024759
137158	FLJ22242	Hs.288057	R36263
1416391		Hs.142907	AA825434
809995	LOC51024	Hs.84344	AA454862
1698446	HSPC196	Hs.239938	AI097052
796650	MAP1ALC3	Hs.121849	AA460542
362716	SCAMP2	Hs.238030	AA018203
357396		NA	NA
46182	CTPS	Hs.251871	H09613
1627154	C11ORF17	Hs.131180	AI017578
324694		Hs.194051	W47326
842825	GSPT1	Hs.2707	AA486233
855500		Hs.113517	AA664151
327304	H326	Hs.110707	W02116
1474424		Hs.69476	AA922710
229579	GLG1	Hs.78979	H66616
1847968		Hs.172101	AI269674
1581420	KIAA1268	Hs.152925	AA983830
357778		Hs.132927	W95428
1647340	FLJ10335	Hs.279841	AI026121
2007162	RPS19	Hs.298262	AI250118
1584597	FLJ10597	Hs.90375	AA971725
81518	OCRL	Hs.181060	T63362
782797	SMN2	Hs.77306	AA448194
1472753	EIF4B	Hs.93379	AA872402
206994	INADL	Hs.321197	R98435
1590314	FLJ11264	Hs.11260	AA977843
196037	CSH1	Hs.324928	R89363
587944		Hs.321571	AA134446
82897		Hs.6163	T69302
130243	FLJ11036	Hs.16740	R22632
1569156	STK16	Hs.153003	AA973494
279378	SYNGR3	Hs.6467	N46419
YLR119W	ORF	NA	NA
1132490	CEGP1	Hs.222399	AA631694
431293		NA	NA
366950	SLPI	Hs.251754	AA026192
1493079		Hs.77646	AA876354
430236	POLR2A	Hs.171880	AA010216
1569306	FLJ14225	Hs.209065	AA973575
66711	KIAA1007	Hs.279949	T64885
2298710	EBBP	Hs.241305	AI651167
809486	LENG4	Hs.78768	AA443115
824617	FLJ12542	Hs.236940	AA482139
1661214		Hs.193488	AI167313
45707	FLJ13646	Hs.21081	H08212
1321598	DUSP2	Hs.1183	AA759046
1629788	LRRFIP2	Hs.57672	AA984322
926259		Hs.295286	AA534529
1020212		Hs.252085	AA683321
120306		Hs.17998	T97204
1636704		Hs.131190	AI017691
123980	HYA22	Hs.147189	R01637
248531	GMPS	Hs.5398	N59764
384819		Hs.42458	AA709086
435415	FLJ20493	Hs.288224	AA700090
295831	LOC51071	Hs.24332	N74602
137940	GSTM3	Hs.2006	R63065
280288		Hs.315478	N47957
1837858		Hs.147888	AI223207
773308		Hs.184164	AA425386
1552019		Hs.124584	AA933700
375827	PTP4A3	Hs.43666	AA039851
770789		Hs.71124	AA427621
2062418	AIM1	Hs.161002	AI337422
1983174	NUCKS	Hs.118064	AI252887
23772	LZTR1	Hs.78788	R38194
767347		Hs.3981	AA418565
111460	CCNT1	Hs.279906	T83219
824117	VRK2	Hs.82771	AA490617
1645570		Hs.132338	AI028546
43771		Hs.323838	H05654
1535953		Hs.126735	AA917607
429376	IL17BR	Hs.5470	AA007528
85194		NA	NA
280985	KIAA1673	Hs.301444	N47681
50566		Hs.302746	H16796
796309		Hs.284158	AA459727
954200		Hs.292715	AA524786
1909526		Hs.143137	AI348549
144834	MAP7	Hs.146388	R77251
743081	NDUFA3	Hs.198269	AA405901
267571	SNAPC2	Hs.78403	N23151
1563144	ITPK1	Hs.6453	AA917771
814667	SFRS11	Hs.11482	AA481054
1604181		Hs.31861	AA995579
526134	ITGB4	Hs.85266	AA076430
586725	PPP2R5B	Hs.75199	AA129170
1675812		Hs.292226	AI052470
82976	KIAA0251	Hs.170218	T69432
1373653		Hs.185182	AA828564
134525	CUL3	Hs.78946	R27581
796548		Hs.22969	AA460266
2163851	CAMK2A	Hs.143535	AI589790
248997		Hs.21187	H79978
856504	LOC51322	Hs.70333	AA633545
767167		NA	NA
713047	SBF1	Hs.112049	AA282300
1534074	NUDT5	Hs.301957	AA916221
839890	PCBP1	Hs.2853	AA489892
810104	PLCB2	Hs.994	AA464970
827181	MAT2B	Hs.54642	AA521303
298118	DOCK2	Hs.17211	N70765
770675		Hs.75914	AA433814
2029139		Hs.145386	AI253108
795640		NA	NA
841669	SFTPC	Hs.1074	AA487571
782787	FLJ21347	Hs.103147	AA448189
344977	DC2	Hs.103180	W72911
773282	MYO9A	Hs.23395	AA425297
768064	CYP1A1	Hs.72912	AA418907
489102		NA	NA
969229		Hs.180178	AA663705
243549		NA	NA
743739	PRKAR2A	Hs.289075	AA634287
824728	MCRS1	Hs.25313	AA488757
1697835		Hs.146769	AI148301
309469		Hs.25127	N94357
