#Input Gene: The gene identifier provided in the query by the user
#Input Mirna: The miRNA identifier provided in the query by the user
#Transcript: The transcript in the prediction group
#Mirna: The miRNA in the prediction group
#ENCODE isoform: whether the isoform is the ENCODE principal isoform.
#Amplified UTR: whether the transcript UTR is known or was amplified.
#Start: The binding start position of the prediction group (if the group has more than one prediction, this is the left most position).
#Stop: The binding end position of the prediction group (if the group has more than one prediction, this is the right most position).
#Agreement: The agreement score, which is a weighted mean (using each method's experimental AUC) of the computational methods scores in the prediction group.
#Computational Predictions: number of computational methods supporting this prediction group.
#Confirmed Predictions: number of confirmed databases of gene-miRNA biding supporting this prediction group.
#Computational Predictions (method|target-site|start|stop|score): details of the computational predictions supporting this prediction group.
#Confirmed predictions (method|type|PMID): detail of the cofirmed database entries supporting this prediction group.
Input Gene,Input Mirna,Transcript,Mirna,biotype,ENCODE isoform,Amplified UTR,Start,Stop,Agreement,Computational Predictions,Confirmed Predictions,Computational Predictions (method|target-site|start|stop|score),Confirmed predictions (method|type|PMID)
ENSG00000165076,-,ENST00000350549,hsa-mir-1178-5p,protein_coding,PRINCIPAL,false,1,7,-0.871803031989642,1,0,Rnahybrid|Offset 1-7 8mer|1|7|-0.871803031989642|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-1178-5p,protein_coding,PRINCIPAL,false,29,34,-0.871573363840517,1,0,Microtar|7mer-m8|29|34|-0.871573363840517|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-4633-3p,protein_coding,PRINCIPAL,false,26,34,-0.8714045366427627,2,0,Rnahybrid|Offset 1-7 7mer-m8|26|34|-0.873617585896282|;Microtar|7mer-m8|29|34|-0.868851985515124|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-4736,protein_coding,PRINCIPAL,false,28,33,-0.8709456161176569,1,0,Rnahybrid|Offset 1-6 7mer-1A|28|33|-0.870945616117657|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-4654,protein_coding,PRINCIPAL,false,7,28,0.21454546165892474,2,0,Microtar|7mer-m8|22|27|-0.860922633699986|;Miranda|N/A|7|28|1.11303779449042|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-1182,protein_coding,PRINCIPAL,false,1,7,-0.8706404295485891,1,0,Rnahybrid|Offset 1-7 8mer|1|7|-0.870640429548589|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6868-5p,protein_coding,PRINCIPAL,false,31,38,-0.8731265173256981,1,0,Rnahybrid|7mer-m8|31|38|-0.873126517325698|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-4441,protein_coding,PRINCIPAL,false,9,16,-0.8701747851927459,1,0,Rnahybrid|7mer-m8|9|16|-0.870174785192746|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-632,protein_coding,PRINCIPAL,false,49,57,-0.8637569682280293,2,0,Rnahybrid|Offset 1-7 8mer|49|57|-0.872060195041978|;Microtar|8mer|52|57|-0.854179950936941|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6515-5p,protein_coding,PRINCIPAL,false,62,69,-0.86221995847118,2,0,Microtar|8mer|64|69|-0.852149647747391|;Rnahybrid|Offset 1-7 7mer-m8|62|69|-0.870950868261263|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6515-5p,protein_coding,PRINCIPAL,false,14,19,-0.859063073173724,1,0,Microtar|7mer-m8|14|19|-0.859063073173724|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-1270,protein_coding,PRINCIPAL,false,66,88,-0.1750790612750468,3,0,Miranda|8mer|66|88|1.0718982884376|;Rnahybrid|Offset 1-7 8mer|80|87|-0.871266668822894|;Microtar|8mer|82|87|-0.864684046164732|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6883-5p,protein_coding,PRINCIPAL,false,12,18,-0.8687354372944759,1,0,Rnahybrid|7mer-m8|12|18|-0.868735437294476|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-4288,protein_coding,PRINCIPAL,false,49,57,-0.8678430600426652,2,0,Rnahybrid|Offset 1-7 8mer|49|57|-0.872060195041978|;Microtar|8mer|52|57|-0.862978978196867|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-4676-5p,protein_coding,PRINCIPAL,false,14,33,-0.10500750316471716,3,0,Microtar|7mer-m8|27|32|-0.855694995526348|;Rnahybrid|Offset 1-7 7mer-m8|24|32|-0.874753941332473|;Miranda|7mer-m8|14|33|1.26388265001741|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-5698,protein_coding,PRINCIPAL,false,9,17,-0.8624982000743572,4,0,Microtar|7mer-m8|12|17|-0.858279516428273|;Microtar|7mer-m8|9|14|-0.856341242313763|;Microtar|7mer-m8|10|15|-0.860394018473544|;Rnahybrid|Offset 1-7 7mer-m8|10|17|-0.873318145144892|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-5698,protein_coding,PRINCIPAL,false,60,67,-0.8557538798726784,3,0,Microtar|7mer-m8|60|65|-0.85616502809617|;Microtar|7mer-m8|61|66|-0.857750901201832|;Microtar|7mer-m8|62|67|-0.853345710320033|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6798-5p,protein_coding,PRINCIPAL,false,11,19,-0.874209295411839,1,0,Rnahybrid|Offset 1-7 7mer-m8|11|19|-0.874209295411839|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6887-5p,protein_coding,PRINCIPAL,false,61,68,-0.872105037103575,1,0,Rnahybrid|Offset 1-7 8mer|61|68|-0.872105037103575|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6794-5p,protein_coding,PRINCIPAL,false,61,68,-0.872320265286075,1,0,Rnahybrid|Offset 1-7 8mer|61|68|-0.872320265286075|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-4451,protein_coding,PRINCIPAL,false,29,37,-0.869559842855749,2,0,Microtar|7mer-m8|32|37|-0.863161226208681|;Rnahybrid|Offset 1-7 8mer|29|37|-0.875107411968478|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-4451,protein_coding,PRINCIPAL,false,66,71,-0.862432247874594,1,0,Microtar|7mer-m8|66|71|-0.862432247874594|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6836-5p,protein_coding,PRINCIPAL,false,28,36,-0.8750429875020002,1,0,Rnahybrid|Offset 1-7 7mer-m8|28|36|-0.875042987502|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6795-5p,protein_coding,PRINCIPAL,false,61,68,-0.872105037103575,1,0,Rnahybrid|Offset 1-7 8mer|61|68|-0.872105037103575|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-942-3p,protein_coding,PRINCIPAL,false,21,42,1.04447195106906,1,0,Miranda|Offset 3-8 6mer|21|42|1.04447195106906|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6734-5p,protein_coding,PRINCIPAL,false,60,67,-0.870273794270646,1,0,Rnahybrid|7mer-m8|60|67|-0.870273794270646|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-4536-5p,protein_coding,PRINCIPAL,false,31,39,-0.8714438839208881,2,0,Rnahybrid|Offset 1-7 7mer-m8|31|39|-0.872188138905802|;Microtar|7mer-m8|34|39|-0.870585453455334|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-6780b-5p,protein_coding,PRINCIPAL,false,7,14,-0.8687609712145659,1,0,Rnahybrid|Offset 1-7 7mer-m8|7|14|-0.868760971214566|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-1203,protein_coding,PRINCIPAL,false,28,35,-0.8701370191261889,1,0,Rnahybrid|7mer-m8|28|35|-0.870137019126189|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-5703,protein_coding,PRINCIPAL,false,1,15,-0.0962932103957934,3,0,Rnahybrid|Offset 1-7 7mer-m8|6|14|-0.873741429522669|;Miranda|7mer-m8|1|15|1.27759581870169|;Microtar|7mer-m8|9|14|-0.844080901572578|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-663a,protein_coding,PRINCIPAL,false,29,37,-0.8684757890830952,2,0,Rnahybrid|Offset 1-7 8mer|29|37|-0.875024337592589|;Microtar|7mer-m8|32|37|-0.860922633699986|;,
ENSG00000165076,-,ENST00000350549,hsa-mir-505-5p,protein_coding,PRINCIPAL,false,26,34,-0.8722227492068007,2,0,Rnahybrid|Offset 1-7 7mer-m8|26|34|-0.875084085868546|;Microtar|7mer-m8|29|34|-0.868922457488992|;,
