#Input Gene: The gene identifier provided in the query by the user
#Input Mirna: The miRNA identifier provided in the query by the user
#Transcript: The transcript in the prediction group
#Mirna: The miRNA in the prediction group
#ENCODE isoform: whether the isoform is the ENCODE principal isoform.
#Amplified UTR: whether the transcript UTR is known or was amplified.
#Start: The binding start position of the prediction group (if the group has more than one prediction, this is the left most position).
#Stop: The binding end position of the prediction group (if the group has more than one prediction, this is the right most position).
#Agreement: The agreement score, which is a weighted mean (using each method's experimental AUC) of the computational methods scores in the prediction group.
#Computational Predictions: number of computational methods supporting this prediction group.
#Confirmed Predictions: number of confirmed databases of gene-miRNA biding supporting this prediction group.
#Computational Predictions (method|target-site|start|stop|score): details of the computational predictions supporting this prediction group.
#Confirmed predictions (method|type|PMID): detail of the cofirmed database entries supporting this prediction group.
Input Gene,Input Mirna,Transcript,Mirna,biotype,ENCODE isoform,Amplified UTR,Start,Stop,Agreement,Computational Predictions,Confirmed Predictions,Computational Predictions (method|target-site|start|stop|score),Confirmed predictions (method|type|PMID)
ENSG00000173575,-,ENST00000394196,hsa-mir-765,protein_coding,PRINCIPAL,false,2980,3000,1.11303779449042,1,0,Miranda|N/A|2980|3000|1.11303779449042|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-2110,protein_coding,PRINCIPAL,false,285,309,1.25016948133314,1,0,Miranda|7mer-m8|285|309|1.25016948133314|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-2110,protein_coding,PRINCIPAL,false,716,740,1.08561145712188,1,0,Miranda|N/A|716|740|1.08561145712188|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-4724-5p,protein_coding,PRINCIPAL,false,1020,1042,1.18160363791178,1,0,Miranda|8mer|1020|1042|1.18160363791178|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-4724-5p,protein_coding,PRINCIPAL,false,2764,2786,1.11303779449042,1,0,Miranda|6mer|2764|2786|1.11303779449042|;,
ENSG00000167749,-,ENST00000324041,hsa-mir-6731-5p,protein_coding,PRINCIPAL,false,454,479,1.25016948133314,1,0,Miranda|7mer-m8|454|479|1.25016948133314|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-761,protein_coding,PRINCIPAL,false,948,969,1.11303779449042,1,0,Miranda|8mer|948|969|1.11303779449042|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-761,protein_coding,PRINCIPAL,false,1078,1098,1.11303779449042,1,0,Miranda|7mer-m8|1078|1098|1.11303779449042|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-761,protein_coding,PRINCIPAL,false,1694,1715,1.04447195106906,1,0,Miranda|Offset 3-8 6mer|1694|1715|1.04447195106906|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-15a-3p,protein_coding,PRINCIPAL,false,106,115,-0.877456066369034,2,0,Targetscan|7mer-m8|109|115|-0.877195516164033|;Targetscan|7mer-m8|106|112|-0.877716616574035|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-15a-3p,protein_coding,PRINCIPAL,false,2667,2688,1.29130898738596,1,0,Miranda|7mer-m8|2667|2688|1.29130898738596|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-1266-3p,protein_coding,PRINCIPAL,false,302,322,1.29130898738596,1,0,Miranda|7mer-m8|302|322|1.29130898738596|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-1266-3p,protein_coding,PRINCIPAL,false,1002,1022,1.25016948133314,1,0,Miranda|7mer-m8|1002|1022|1.25016948133314|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-6873-3p,protein_coding,PRINCIPAL,false,612,634,1.38730116817586,1,0,Miranda|7mer-m8|612|634|1.38730116817586|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-6873-3p,protein_coding,PRINCIPAL,false,2609,2631,1.09932462580615,1,0,Miranda|N/A|2609|2631|1.09932462580615|;,
ENSG00000167749,-,ENST00000324041,hsa-mir-1234-5p,protein_coding,PRINCIPAL,false,175,195,0.16020745256196156,2,0,Rnahybrid|8mer|179|185|-0.871301486558183|;Miranda|N/A|175|195|1.15417730054324|;,
ENSG00000167749,-,ENST00000324041,hsa-mir-1234-5p,protein_coding,PRINCIPAL,false,242,262,1.15417730054324,1,0,Miranda|N/A|242|262|1.15417730054324|;,
ENSG00000167749,-,ENST00000324041,hsa-mir-1234-5p,protein_coding,PRINCIPAL,false,309,329,1.15417730054324,1,0,Miranda|N/A|309|329|1.15417730054324|;,
ENSG00000167749,-,ENST00000324041,hsa-mir-1234-5p,protein_coding,PRINCIPAL,false,104,124,1.14046413185896,1,0,Miranda|N/A|104|124|1.14046413185896|;,
ENSG00000167749,-,ENST00000324041,hsa-mir-1234-5p,protein_coding,PRINCIPAL,false,349,369,1.14046413185896,1,0,Miranda|N/A|349|369|1.14046413185896|;,
ENSG00000167749,-,ENST00000324041,hsa-mir-1234-5p,protein_coding,PRINCIPAL,false,386,408,1.12675096317469,1,0,Miranda|N/A|386|408|1.12675096317469|;,
ENSG00000167749,-,ENST00000324041,hsa-mir-1234-5p,protein_coding,PRINCIPAL,false,423,443,1.08561145712188,1,0,Miranda|6mer+|423|443|1.08561145712188|;,
ENSG00000167749,-,ENST00000324041,hsa-mir-1234-5p,protein_coding,PRINCIPAL,false,141,161,1.0718982884376,1,0,Miranda|6mer+|141|161|1.0718982884376|;,
ENSG00000109991,-,ENST00000263314,hsa-mir-764,protein_coding,PRINCIPAL,false,236,255,0.24476223620651255,2,0,Rnahybrid|Offset 1-7 8mer|246|254|-0.869771412335898|;Miranda|8mer|236|255|1.3187353247545|;,
ENSG00000173575,-,ENST00000394196,hsa-mir-6753-3p,protein_coding,PRINCIPAL,false,2729,2749,1.05818511975333,1,0,Miranda|Offset 3-8 6mer|2729|2749|1.05818511975333|;,
