#Input Gene: The gene identifier provided in the query by the user
#Input Mirna: The miRNA identifier provided in the query by the user
#Transcript: The transcript in the prediction group
#Mirna: The miRNA in the prediction group
#ENCODE isoform: whether the isoform is the ENCODE principal isoform.
#Amplified UTR: whether the transcript UTR is known or was amplified.
#Start: The binding start position of the prediction group (if the group has more than one prediction, this is the left most position).
#Stop: The binding end position of the prediction group (if the group has more than one prediction, this is the right most position).
#Agreement: The agreement score, which is a weighted mean (using each method's experimental AUC) of the computational methods scores in the prediction group.
#Computational Predictions: number of computational methods supporting this prediction group.
#Confirmed Predictions: number of confirmed databases of gene-miRNA biding supporting this prediction group.
#Computational Predictions (method|target-site|start|stop|score): details of the computational predictions supporting this prediction group.
#Confirmed predictions (method|type|PMID): detail of the cofirmed database entries supporting this prediction group.
Input Gene,Input Mirna,Transcript,Mirna,biotype,ENCODE isoform,Amplified UTR,Start,Stop,Agreement,Computational Predictions,Confirmed Predictions,Computational Predictions (method|target-site|start|stop|score),Confirmed predictions (method|type|PMID)
ENSG00000040608,-,ENST00000043402,hsa-mir-4433-5p,protein_coding,PRINCIPAL,false,92,99,-0.8707960054473121,1,0,Rnahybrid|Offset 1-7 8mer|92|99|-0.870796005447312|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-6751-5p,protein_coding,PRINCIPAL,false,126,149,0.1934750265883944,2,0,Miranda|7mer-m8|126|149|1.2227431439646|;Rnahybrid|Offset 1-7 7mer-m8|140|148|-0.874665285696929|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-3163,protein_coding,PRINCIPAL,false,224,245,1.11303779449042,1,0,Miranda|7mer-m8|224|245|1.11303779449042|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-3658,protein_coding,PRINCIPAL,false,276,296,1.23645631264887,1,0,Miranda|7mer-m8|276|296|1.23645631264887|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-596,protein_coding,PRINCIPAL,false,96,103,-0.87286510319107,1,0,Rnahybrid|7mer-m8|96|103|-0.87286510319107|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-30c-5p,protein_coding,PRINCIPAL,false,148,170,1.11303779449042,1,0,Miranda|8mer|148|170|1.11303779449042|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-3656,protein_coding,PRINCIPAL,false,133,140,-0.870865654631059,1,0,Rnahybrid|Offset 1-7 7mer-m8|133|140|-0.870865654631059|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-6820-5p,protein_coding,PRINCIPAL,false,120,137,0.11030196576467674,2,0,Rnahybrid|Offset 1-7 7mer-m8|129|136|-0.873379730985453|;Miranda|7mer-m8|120|137|1.05818511975333|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-631,protein_coding,PRINCIPAL,false,96,115,0.20765948851474764,2,0,Rnahybrid|Offset 1-7 7mer-m8|106|114|-0.874222802882993|;Miranda|7mer-m8|96|115|1.25016948133314|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-6737-5p,protein_coding,PRINCIPAL,false,140,160,0.13766140954497338,2,0,Rnahybrid|Offset 1-7 7mer-m8|151|159|-0.874551850365572|;Miranda|7mer-m8|140|160|1.11303779449042|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-519b-3p,protein_coding,PRINCIPAL,false,221,242,1.0718982884376,1,0,Miranda|N/A|221|242|1.0718982884376|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-4443,protein_coding,PRINCIPAL,false,201,208,-0.871404938702737,1,0,Rnahybrid|7mer-m8|201|208|-0.871404938702737|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-6748-5p,protein_coding,PRINCIPAL,false,132,140,-0.8730158383412469,1,0,Rnahybrid|Offset 1-7 7mer-m8|132|140|-0.873015838341247|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-6766-5p,protein_coding,PRINCIPAL,false,191,214,0.22818554177214617,2,0,Miranda|8mer|191|214|1.29130898738596|;Rnahybrid|Offset 1-7 8mer|205|213|-0.875088707206393|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-3663-5p,protein_coding,PRINCIPAL,false,103,111,-0.8701292163332079,1,0,Rnahybrid|Offset 1-7 7mer-m8|103|111|-0.870129216333208|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-6776-5p,protein_coding,PRINCIPAL,false,199,216,1.14046413185896,1,0,Miranda|8mer|199|216|1.14046413185896|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-3145-3p,protein_coding,PRINCIPAL,false,241,265,1.27759581870169,1,0,Miranda|7mer-m8|241|265|1.27759581870169|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-4483,protein_coding,PRINCIPAL,false,131,138,-0.872287257689052,1,0,Rnahybrid|Offset 1-7 7mer-m8|131|138|-0.872287257689052|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-4306,protein_coding,PRINCIPAL,false,47,63,0.12563444142012525,2,0,Miranda|8mer|47|63|1.08561145712188|;Rnahybrid|Offset 1-7 8mer|55|62|-0.870597863872993|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-1270,protein_coding,PRINCIPAL,false,134,155,1.12675096317469,1,0,Miranda|7mer-m8|134|155|1.12675096317469|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-6869-3p,protein_coding,PRINCIPAL,false,78,83,-0.8712088815300582,1,0,Rnahybrid|Offset 1-6 6mer|78|83|-0.871208881530058|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-5688,protein_coding,PRINCIPAL,false,170,193,1.18160363791178,1,0,Miranda|7mer-m8|170|193|1.18160363791178|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-4492,protein_coding,PRINCIPAL,false,73,79,-0.869246883633724,1,0,Rnahybrid|7mer-m8|73|79|-0.869246883633724|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-4731-3p,protein_coding,PRINCIPAL,false,235,256,1.14046413185896,1,0,Miranda|8mer|235|256|1.14046413185896|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-3661,protein_coding,PRINCIPAL,false,96,115,0.1674851050304929,2,0,Rnahybrid|Offset 1-7 7mer-m8|107|114|-0.870702399357873|;Miranda|7mer-m8|96|115|1.16789046922751|;,
ENSG00000040608,-,ENST00000043402,hsa-mir-1207-5p,protein_coding,PRINCIPAL,false,128,134,-0.869666383176945,1,0,Rnahybrid|Offset 1-7 7mer-m8|128|134|-0.869666383176945|;,
